timestamp,vehicle_type,planned_output,actual_output,priority,shift_factor,hour_factor,production_execution_error,machine_load,material_supply_status,changeover_progress,order_pressure,line_congestion
2026-01-30 01:00:00,C车型,10,7,2,0.97,0.98,-2.7996,0.9331,0.9445,0.4,1.0303,0.1028
2026-01-30 02:00:00,C车型,10,8,2,0.97,0.98,-1.7759,0.9329,0.9377,0.0,1.002,0.131
2026-01-30 03:00:00,C车型,10,9,3,0.97,0.98,-0.9778,0.9192,0.9675,0.0,1.0064,0.1079
2026-01-30 04:00:00,C车型,10,9,3,0.97,0.98,-0.5105,0.9058,0.9818,0.0,1.0049,0.1095
2026-01-30 05:00:00,C车型,10,9,1,0.97,0.98,-0.483,0.8737,0.9729,0.3,1.0005,0.0514
2026-01-30 06:00:00,B车型,15,13,3,0.97,1.0,-1.4052,0.8887,0.9838,1.0,0.9917,0.2086
2026-01-30 07:00:00,C车型,10,7,1,0.97,1.0,-2.2114,0.8459,0.9848,1.0,0.9786,0.3499
2026-01-30 08:00:00,B车型,15,12,3,1.02,1.0,-3.1258,0.8691,0.97,1.0,0.9808,0.4562
2026-01-30 09:00:00,B车型,15,13,1,1.02,1.015,-2.7044,0.8545,0.9752,0.4,0.9786,0.5078
2026-01-30 10:00:00,B车型,15,13,3,1.02,1.015,-2.1207,0.8565,0.9627,0.0,0.9834,0.4227
2026-01-30 11:00:00,B车型,15,13,2,1.02,1.015,-2.2611,0.8667,0.9525,0.3,0.992,0.3475
2026-01-30 12:00:00,C车型,10,8,1,1.02,1.0,-2.3979,0.8651,0.9716,1.0,0.9879,0.2951
2026-01-30 13:00:00,B车型,15,13,1,1.02,1.0,-2.6404,0.8598,0.9735,1.0,0.9954,0.2596
2026-01-30 14:00:00,C车型,10,8,1,1.02,1.02,-2.6527,0.8665,0.9599,1.0,0.9962,0.2343
2026-01-30 15:00:00,C车型,10,8,1,1.02,1.02,-2.1612,0.8623,0.9663,0.4,0.9951,0.3635
2026-01-30 16:00:00,C车型,10,8,2,1.0,1.02,-1.9663,0.8477,0.9729,0.3,0.9866,0.4435
2026-01-30 17:00:00,B车型,15,12,3,1.0,1.0,-3.0067,0.8814,0.9796,1.0,0.9963,0.5451
2026-01-30 18:00:00,B车型,15,12,3,1.0,1.0,-2.832,0.8854,0.9931,0.4,1.0055,0.5919
2026-01-30 19:00:00,B车型,15,13,2,1.0,1.0,-1.9873,0.882,0.9925,0.0,1.016,0.4602
2026-01-30 20:00:00,B车型,15,14,3,1.0,1.0,-1.1826,0.881,0.9898,0.0,1.0277,0.3508
2026-01-30 21:00:00,B车型,15,13,2,1.0,1.0,-1.5392,0.9186,0.9898,0.0,1.0297,0.309
2026-01-30 22:00:00,B车型,15,14,1,1.0,1.0,-1.3284,0.8954,0.9723,0.0,1.0281,0.3063
2026-01-30 23:00:00,B车型,15,15,3,1.0,1.0,-0.4201,0.9085,0.9848,0.0,1.0317,0.2964
2026-01-31 00:00:00,B车型,15,14,3,0.97,1.0,-0.7507,0.8966,0.9868,0.0,1.0287,0.2601
2026-01-31 01:00:00,B车型,15,14,3,0.97,0.98,-0.7492,0.9058,0.9855,0.3,1.0313,0.2681
2026-01-31 02:00:00,A车型,20,18,1,0.97,0.98,-1.3791,0.9011,0.9276,1.0,1.0196,0.1718
2026-01-31 03:00:00,A车型,20,17,2,0.97,0.98,-1.5777,0.9296,0.8971,0.4,1.0101,0.1864
2026-01-31 04:00:00,C车型,10,8,2,0.97,0.98,-1.9558,0.908,0.8827,1.0,1.0154,0.1782
2026-01-31 05:00:00,C车型,10,8,2,0.97,0.98,-1.5153,0.9473,0.8898,0.4,1.0142,0.2
2026-01-31 06:00:00,C车型,10,8,2,0.97,1.0,-1.2533,0.9178,0.9138,0.0,1.0031,0.1515
2026-01-31 07:00:00,C车型,10,9,2,0.97,1.0,-0.8962,0.9321,0.9211,0.0,1.0102,0.1693
